name,hex,r,g,b,h,s,v,l,a,b
lily white,#e7f8ff,231,248,255,198,9,100,96.55139943161224,-4.222085448899127,-5.269091403063464
lima,#76bd17,118,189,23,86,88,74,69.68877115866906,-45.5094868040376,66.75120231103244
lime,#bfff00,191,255,0,75,100,100,92.83743607221825,-46.874711675708724,89.3569815345749
lime green,#32cd32,50,205,50,120,76,80,72.60854102811317,-67.12690609800725,61.43743050358851
limeade,#6f9d02,111,157,2,78,99,62,59.43232157182845,-34.72985800074946,61.50956366316617
limed ash,#747d63,116,125,99,81,21,49,51.014456251106395,-8.31724359321706,13.078814514719884
limed oak,#ac8a56,172,138,86,36,50,67,59.5434109838487,6.206647492636275,32.603068581026164
limed spruce,#394851,57,72,81,202,30,32,29.66004305232856,-3.5340751253786773,-7.326858715076668
limerick,#9dc209,157,194,9,72,95,76,73.39695052193386,-33.03994704183405,72.73202685846
lincoln green,#195905,25,89,5,106,94,35,32.618051064329464,-35.63305289848895,37.4906898227933
linen,#faf0e6,250,240,230,30,8,98,95.31120096478845,1.6820338439236249,6.012338786257043
link water,#d9e4f5,217,228,245,216,11,96,90.24381474505275,-0.38817749880437624,-9.512306107805912
lipstick,#ab0563,171,5,99,326,97,67,37.23860871563952,63.39386221887233,-5.834655899854912
lisbon brown,#423921,66,57,33,44,50,26,24.303695301678637,-0.03136779611681573,16.383376324245123
little boy blue,#6ca0dc,108,160,220,212,51,86,64.56138099765184,-0.5992264404480752,-35.75109821823874
liver,#674c47,103,76,71,9,31,40,35.01798021401003,10.622375866029321,7.4153301620533245
liver chestnut,#987456,152,116,86,27,43,60,51.653631661536465,10.055098183281984,22.0150966633316
livid brown,#4d282e,77,40,46,350,48,30,21.179644577797262,18.076692644277635,3.743257197142136
loafer,#eef4de,238,244,222,76,9,96,95.2250892418709,-5.773729029298402,9.905823813188608
loblolly,#bdc9ce,189,201,206,198,8,81,80.20677384852712,-3.1058885283338222,-3.907386718376671
lochinvar,#2c8c84,44,140,132,175,69,55,52.903040445996155,-29.33015829782848,-3.8434722858138093
lochmara,#007ec7,0,126,199,202,100,78,50.74008132298492,-1.7709662499041379,-45.90485710025129
locust,#a8af8e,168,175,142,73,19,69,70.13230054294596,-8.291558642399,16.121189782965615
log cabin,#242a1d,36,42,29,88,31,16,16.103309622053587,-5.664412080713999,7.642831592296073
logan,#aaa9cd,170,169,205,242,18,80,70.40634126579836,7.745863881735426,-18.148967374266924
lola,#dfcfdb,223,207,219,315,7,87,84.70385188959708,7.6426675395048775,-3.933890594867062
london hue,#bea6c3,190,166,195,290,15,76,70.98089723224153,13.975340497389134,-11.607599201811624
lonestar,#6d0101,109,1,1,0,99,43,21.11361628211278,42.62393318213806,31.716758787208647
lotus,#863c3c,134,60,60,0,55,53,35.2545876203655,31.726975076864782,15.374536388044401
loulou,#460b41,70,11,65,305,84,27,15.078339065134667,33.95105463423537,-18.897473058657333
lucky,#af9f1c,175,159,28,53,84,69,64.9578680841982,-7.4419669070101,63.20617244159966
lucky point,#1a1a68,26,26,104,240,75,41,15.264619094692286,28.256709018038894,-45.33195839750409
lumber,#ffe4cd,255,228,205,28,20,100,92.20043485847425,5.709772323664319,14.594108776661518
lunar green,#3c493a,60,73,58,112,21,29,29.491129570146377,-8.613640676702673,7.27888217714876
lust,#e62020,230,32,32,0,86,90,49.447923381735436,70.76916133612698,51.95356644979427
luxor gold,#a7882c,167,136,44,45,74,65,58.04241979737682,2.042179444911141,51.23804360773201
lynch,#697e9a,105,126,154,214,32,60,52.12773395043055,-0.6899056145068805,-17.52189270936908
msu green,#18453b,24,69,59,167,65,27,26.058014480220635,-18.264225814358355,1.4521007817903664
mabel,#d9f7ff,217,247,255,193,15,100,95.36824049040608,-8.095697711861249,-7.1206375414055945
macaroni and cheese,#ffb97b,255,185,123,28,52,100,80.39732427516591,18.50833347478309,41.27017039331098
madang,#b7f0be,183,240,190,127,24,94,89.90814464208916,-27.623623593092727,18.41021729515271
madison,#09255d,9,37,93,220,90,36,16.36281895195752,14.002798956400358,-36.29423351560942
madras,#3f3002,63,48,2,45,97,25,20.73173828075963,1.7301757099509596,28.50753450187908
magenta,#ca1f7b,202,31,123,328,85,79,45.58840306299025,68.88947028475955,-7.7477484166476485
magenta haze,#9f4576,159,69,118,327,57,62,42.66541184158695,43.01354290930459,-9.821329622011765
magenta pink,#cc338b,204,51,139,325,75,80,48.34698705102589,65.87298586207679,-13.296029792866037
magic mint,#aaf0d1,170,240,209,153,29,94,89.61253800509347,-28.11205327069549,8.036956090533408
magic potion,#ff4466,255,68,102,349,73,100,58.3711307403576,71.15833871800315,24.365863259923582
magnolia,#f8f4ff,248,244,255,262,4,100,96.77034065770097,3.289506337591064,-4.8076254957365006
mahogany,#c04000,192,64,0,20,100,75,45.46011545511821,49.223630622430406,56.68964944835234
mai tai,#b06608,176,102,8,34,95,69,50.39387503944569,24.035282167072737,56.494329301635325
maize,#fbec5d,251,236,93,54,63,98,92.26078266031232,-11.365697231189353,68.82847284605664
majorelle blue,#6050dc,96,80,220,247,64,86,43.3472027487597,44.58539959454083,-69.63828195480333
makara,#897d6d,137,125,109,34,20,54,53.04755144743251,1.7971027387270744,10.38424708418837
mako,#444954,68,73,84,221,19,33,30.959037004940534,0.6520701817474273,-7.217207220711474
malachite,#0bda51,11,218,81,140,95,85,76.56258140862863,-71.53661652935827,53.6465085393641
malibu,#7dc8f7,125,200,247,203,49,97,77.50984589193021,-10.780309707447145,-30.346578199892793
mallard,#233418,35,52,24,96,54,20,19.553694313260195,-13.259291905871413,15.471628932874271
malta,#bdb2a1,189,178,161,36,15,74,73.04492978440584,1.0305837621193414,10.089660897727203
mamba,#8e8190,142,129,144,292,10,56,55.54802355341802,7.806679451895338,-6.271790437828684
manatee,#979aaa,151,154,170,231,11,67,63.82982440056237,2.1902363813927628,-8.706009770128432
mandalay,#ad781b,173,120,27,38,84,68,54.444995663341885,13.035034289887781,54.49181620006887
mandarin,#f37a48,243,122,72,18,70,95,64.51691919972869,42.90579475176926,47.96205092268428
mandy,#e25465,226,84,101,353,63,89,55.53182935125298,56.37155085298762,20.2808201427219
mandys pink,#f2c3b2,242,195,178,16,26,95,82.44418362593926,14.302111628989033,14.882609072148977
mango tango,#ff8243,255,130,67,20,74,100,67.74740559860484,43.280480958104825,54.38020696340947
manhattan,#f5c999,245,201,153,31,38,96,83.69726237717921,9.182500768471824,29.853044445614362
mantis,#74c365,116,195,101,110,48,76,72.0159715804537,-42.51493706814846,39.576271002816156
mantle,#8b9c90,139,156,144,138,11,61,62.74288808956764,-8.428333230648398,4.233916786473957
manz,#eeef78,238,239,120,61,50,94,92.25002270694,-16.103397017127318,56.79853417151621
mardi gras,#880085,136,0,133,301,100,53,31.641736651799647,61.116929137753544,-36.57051363049227
marigold,#eaa221,234,162,33,39,86,92,71.85454430461503,17.058806840183404,70.07511143892484
marigold yellow,#fbe870,251,232,112,52,55,98,91.41150379690497,-8.107195929313916,59.72557503247336
mariner,#286acd,40,106,205,216,80,80,45.86203363391549,15.334203191360473,-57.1151533928246
maroon,#800000,128,0,0,0,100,50,25.530784572416174,48.05523604548828,38.05963258349509
maroon oak,#520c17,82,12,23,351,85,32,16.097951276817568,32.10173455754944,13.165637544058239
marshland,#0b0f08,11,15,8,94,47,6,3.887107394303918,-2.308253060892232,2.493812329196171
martini,#afa09e,175,160,158,7,10,69,67.06959224927338,5.111471662414601,3.0116594060701107
martinique,#363050,54,48,80,251,40,31,21.862382734110327,11.097293804184115,-18.65571329057849
marzipan,#f8db9d,248,219,157,41,37,97,88.47337482655915,1.4937285335066552,34.18907693317222
masala,#403b38,64,59,56,22,12,25,25.270478790732994,1.5346733343559182,2.6324846830069415
matisse,#1b659d,27,101,157,206,83,62,41.17587160709074,-1.3798686680749905,-36.59961073618063
matrix,#b05d54,176,93,84,6,52,69,49.128852154933696,32.730996381804765,20.37459869747571
matterhorn,#4e3b41,78,59,65,341,24,31,27.099964762296473,9.47634445436224,-0.4752659405319215
mauve,#e0b0ff,224,176,255,276,31,100,78.53046607544945,31.505965756539965,-32.494788365955586
mauve taupe,#915f6d,145,95,109,343,34,57,46.05358176390693,22.44825415169399,0.47699437785069243
mauvelous,#ef98aa,239,152,170,348,36,94,72.03388168268238,34.865176462657466,4.349794933498674
maverick,#d8c2d5,216,194,213,308,10,85,80.73133954009857,11.067394265994125,-6.654685336185762
maximum blue,#47abcc,71,171,204,195,65,80,65.61222598518835,-18.844632519371352,-25.388586671633817
maximum yellow,#fafa37,250,250,55,60,78,98,95.56831745802617,-20.302902412665414,84.93672636674849
may green,#4c9141,76,145,65,112,55,57,54.205807548149295,-38.176061972821806,35.436824564009186
maya blue,#73c2fb,115,194,251,205,54,98,75.57151581296391,-8.576826830105134,-35.51775787112672
meat brown,#e5b73b,229,183,59,44,74,90,76.58244529195478,4.661890438233007,65.59947296435803
medium aquamarine,#66ddaa,102,221,170,154,54,87,80.4264191942531,-45.38690537884443,15.012881902242082
medium blue,#0000cd,0,0,205,240,100,80,24.97615723043893,67.18428741632908,-91.50315664044204
medium candy apple red,#e2062c,226,6,44,350,97,89,47.59913191988269,73.2796590128888,43.81937167689488
medium electric blue,#035096,3,80,150,209,98,59,33.89670097444853,7.742679434834559,-44.0364261190561
medium jungle green,#1c352d,28,53,45,161,47,21,19.97385187331583,-12.01364632028215,2.015948142555457
medium orchid,#ba55d3,186,85,211,288,60,83,53.64213313573549,59.07257828449175,-47.41488617791036
medium purple,#9370db,147,112,219,260,49,86,54.97523587308041,36.80772335871152,-50.099440155014506
medium red violet,#bb3385,187,51,133,324,73,73,45.117496727688206,60.766601619811844,-14.843995741238958
medium ruby,#aa4069,170,64,105,337,62,67,43.11188431718962,47.29035036419532,-0.9479649600845796
medium sea green,#3cb371,60,179,113,147,66,70,65.27341001550978,-48.21688068872276,24.28693825219328
medium sky blue,#80daeb,128,218,235,190,46,92,82.23346527742883,-22.586670657941454,-16.74347073662514
medium slate blue,#7b68ee,123,104,238,249,56,93,52.15750471109439,41.0796614910427,-65.4054237721159
medium spring bud,#c9dc87,201,220,135,73,39,86,84.66539962781309,-19.64939882977468,39.64403966564984
medium spring green,#00fa9a,0,250,154,157,100,98,87.3411479783456,-70.68432399982389,32.45916926757219
medium turquoise,#48d1cc,72,209,204,178,66,82,76.8834686242291,-37.35439643481242,-8.361003975747261
medium vermilion,#d9603b,217,96,59,14,73,85,55.515799140895666,45.23730640444007,43.60284158676511
melanie,#e4c2d5,228,194,213,326,15,89,81.77381806486294,15.195676107190026,-4.99727063013975
melanzane,#300529,48,5,41,310,90,19,8.102266860960505,26.185763950535346,-12.77508918883472
mellow apricot,#f8b878,248,184,120,30,52,97,79.38190792651325,15.975346030774995,41.369987699701326
melon,#fdbcb4,253,188,180,7,29,99,81.91660002722129,22.33443474849317,13.223928689072473
melrose,#c7c1ff,199,193,255,246,24,100,80.461144943751,14.735291521780159,-29.706242235748714
mercury,#e5e5e5,229,229,229,0,0,90,90.9410979460316,0.004849686562835576,-0.009595367937587085
merino,#f6f0e6,246,240,230,38,7,96,95.00331412309015,0.3119285688942264,5.528548546380163
merlin,#413c37,65,60,55,30,15,25,25.657623445736775,1.127454024339225,3.863613969541213
merlot,#831923,131,25,35,354,81,51,28.490428001366517,44.36071035571973,22.637862639028594
metal pink,#ff00fd,255,0,253,300,100,100,60.2052896528365,97.97748054638078,-59.9182665069887
metallic bronze,#49371b,73,55,27,37,63,29,24.411238443115806,4.135970798161692,20.42596310530227
metallic copper,#71291d,113,41,29,9,74,44,27.25627818493212,31.061358449161443,24.098997502283236
metallic gold,#d4af37,212,175,55,46,74,83,72.84764248615137,1.3808416693148473,62.914236728059535
metallic seaweed,#0a7e8c,10,126,140,186,93,55,48.10808422357533,-23.287453739487653,-15.767182369851373
metallic sunburst,#9c7c38,156,124,56,41,64,61,53.780776563123084,4.493397595706772,40.94993550210763
meteor,#d07d12,208,125,18,34,91,82,59.99771752616702,25.453812612966196,63.25744425955414
meteorite,#3c1f76,60,31,118,260,74,46,21.013351216098144,35.29108009238627,-44.86211607869893
mexican pink,#e4007c,228,0,124,327,100,89,49.43445476590652,78.48486586047898,-2.0996545875779926
mexican red,#a72525,167,37,37,0,78,65,37.247558802344415,51.820660703051416,33.30643527525021
mid gray,#5f5f6e,95,95,110,240,14,43,40.804875619717684,3.3507226889595843,-8.485131637706644
midnight,#702670,112,38,112,300,66,44,29.41454108770997,42.626280270564116,-27.11710665348145
midnight blue,#191970,25,25,112,240,78,44,15.859552026439893,31.719983723835,-49.57833156167393
midnight moss,#041004,4,16,4,120,75,6,3.659776679525706,-5.235880401960228,3.74238219647014
mikado,#2d2510,45,37,16,43,64,18,15.053245314135168,0.33846755697644615,15.030754194583611
mikado yellow,#ffc40c,255,196,12,45,95,100,82.2530011490912,7.892520315653573,82.73643582773909
milan,#faffa4,250,255,164,63,36,100,97.84287574220602,-14.937253345151058,42.962838543152145
milano red,#b81104,184,17,4,4,98,72,38.89845072958896,60.711970060226605,51.321464509751216
milk punch,#fff6d4,255,246,212,47,17,100,96.78963803701127,-2.409239889766379,17.448414444577544
millbrook,#594433,89,68,51,27,43,35,30.633500029202345,6.4034587404891425,13.759349484400508
mimosa,#f8fdd3,248,253,211,67,17,99,97.9975631678184,-8.525844556111661,19.57606450656848
mindaro,#e3f988,227,249,136,72,45,98,94.2523863035276,-23.69634089152173,51.56911500582218
mine shaft,#323232,50,50,50,0,0,20,20.78777714137035,0.0016682939665280117,-0.0033008101100184817
mineral green,#3f5d53,63,93,83,160,32,36,36.94822934607361,-13.522554103704538,2.2045059775263387
ming,#36747d,54,116,125,188,57,49,45.297787043089116,-17.14199135768152,-11.040096432827863
minion yellow,#f5e050,245,224,80,52,67,96,88.5920125872898,-8.601865961267329,70.01422592850035
minsk,#3f307f,63,48,127,251,62,50,25.871205795485174,28.47944583496939,-42.66197676442134
mint,#3eb489,62,180,137,158,66,71,66.11511663177556,-43.167007919439,12.440042282051822
mint cream,#f5fffa,245,255,250,150,4,100,99.15659662605985,-4.157988956613401,1.2363909888613467
mint green,#98ff98,152,255,152,120,40,100,91.89193467456052,-49.97572640665721,40.00531198524584
mint julep,#f1eec1,241,238,193,56,20,95,93.32008985995255,-6.158463324095031,22.199680666083598
mint tulip,#c4f4eb,196,244,235,169,20,96,92.76663916342712,-17.049715244097484,-0.7322847370860197
mirage,#161928,22,25,40,230,45,16,9.149024067465227,3.362178205714245,-10.682284200752129
mischka,#d1d2dd,209,210,221,235,5,87,84.41616284515163,1.7159985080714146,-5.546332526434039
mist gray,#c4c4bc,196,196,188,60,4,77,78.95274362483708,-1.439023223034297,4.00239418219781
misty moss,#bbb477,187,180,119,54,36,73,72.58744902476825,-6.697253903501343,32.035069651337935
misty rose,#ffe4e1,255,228,225,6,12,100,92.65558901260384,8.752081989750193,4.82561763130902
mobster,#7f7589,127,117,137,270,15,54,50.7348455067133,7.894777011010989,-9.507093317313275
moccaccino,#6e1d14,110,29,20,6,82,43,24.46296774706294,35.13435913709592,26.367558245172823
moccasin,#ffe4b5,255,228,181,38,29,100,91.72208952705462,2.4422297402242887,26.351898783838124
mocha,#782d19,120,45,25,13,79,47,29.26065600183354,31.616238821209897,29.055572309286937
mojo,#c04737,192,71,55,7,71,75,46.95976444837267,47.612711732715916,35.071595306320766
mona lisa,#ffa194,255,161,148,7,42,100,75.38150820217159,33.43008771176531,21.435345693607477
monarch,#8b0723,139,7,35,347,95,55,28.804603235039878,50.736690559266826,23.434590287095535
mondo,#4a3c30,74,60,48,28,35,29,26.45072848269207,4.037090418474887,9.719763094463008
mongoose,#b5a27f,181,162,127,39,30,71,67.42436056462373,1.5285644857962466,20.763883256872774
monsoon,#8a8389,138,131,137,309,5,54,55.52474303309717,3.790405993584822,-2.2909406656677955
monte carlo,#83d0c6,131,208,198,172,37,82,78.47004841779983,-26.031324449980243,-2.562906241913243
monza,#c7031e,199,3,30,352,98,78,41.69052807557191,66.57178099685218,43.80457283668677
moody blue,#7f76d3,127,118,211,246,44,83,54.20906927722723,26.012765360724444,-46.906308104016325
moon glow,#fcfeda,252,254,218,63,14,100,98.6863763781853,-6.56796510267843,17.014838752142758
moon mist,#dcddcc,220,221,204,64,8,87,87.62483014601825,-3.2906310965412633,8.2188059798894
moon raker,#d6cef6,214,206,246,252,16,96,84.53141804445652,10.414441423847842,-18.61584985683855
moonstone blue,#73a9c2,115,169,194,199,41,76,66.45555003433802,-11.253620844636657,-18.39737420024008
mordant red,#ae0c00,174,12,0,4,100,68,36.48318975174712,58.698329301994676,50.590654748415766
morning glory,#9edee0,158,222,224,182,29,88,84.4288117824313,-19.59595948834475,-7.481068132990898
morocco brown,#441d00,68,29,0,26,100,27,16.042451797084162,16.73467187380068,23.96883779000229
mortar,#504351,80,67,81,296,17,32,30.1908974134169,8.475533654526163,-6.320390277613386
mosque,#036a6e,3,106,110,182,97,43,40.33355293487549,-23.639120176300487,-9.588529825312076
moss green,#8a9a5b,138,154,91,75,41,60,61.01901168990152,-16.277838648838248,31.162946197905917
mountain meadow,#30ba8f,48,186,143,161,74,73,67.82067118887639,-46.43063750660487,11.521417072725493
mountain mist,#959396,149,147,150,280,2,59,61.18460522988903,1.3147341034812077,-1.3297111451354482
mountbatten pink,#997a8d,153,122,141,323,20,60,54.67297792359814,15.324230950113538,-5.713129841021081
muddy waters,#b78e5c,183,142,92,33,50,72,61.81436712375891,9.259278329179555,32.475906676149165
muesli,#aa8b5b,170,139,91,36,46,67,59.677302259627254,5.298983630798615,30.02274250399084
mughal green,#306030,48,96,48,120,50,38,36.38081187476922,-27.411495086540782,22.411599632630995
mulberry,#c54b8c,197,75,140,328,62,77,50.44758308341386,55.059980520163975,-10.842114079349653
mulberry wood,#5c0536,92,5,54,326,95,36,18.58469035694913,39.931188860151515,-5.332001449124391
mule fawn,#8c472f,140,71,47,15,66,55,38.35295677324574,27.120824081921125,27.45331233105587
mulled wine,#4e4562,78,69,98,259,30,38,31.24902162314335,10.557168444565917,-15.650253349106503
mummys tomb,#828e84,130,142,132,130,8,56,57.806410578786625,-6.355732371625733,3.8331197069987555
munsell blue,#0093af,0,147,175,190,100,69,56.05031128657566,-22.52037591763434,-23.890326648329463
munsell green,#00a877,0,168,119,162,100,66,61.07805437155278,-48.69572760327567,15.175985707304251
munsell purple,#9f00c5,159,0,197,288,100,77,40.24969689453505,75.21625257277051,-61.07251491791038
munsell red,#f2003c,242,0,60,345,100,95,50.92443440375996,78.03564781422983,39.24301104731042
munsell yellow,#efcc00,239,204,0,51,100,94,82.66629277244103,-3.1722645966151264,83.43568171336894
mustard,#ffdb58,255,219,88,47,65,100,88.2698109915024,-1.5186582994773934,66.75415939478033
my pink,#d69188,214,145,136,7,36,84,66.76713509217659,24.99040577063849,15.406359671151959
my sin,#ffb31f,255,179,31,40,88,100,78.22740507408317,16.9866761705334,76.63095938873677
myrtle green,#317873,49,120,115,176,59,47,46.07441999602461,-23.328321640277426,-3.934585669343016
mystic,#d65282,214,82,130,338,62,84,53.96587281331561,56.04631797489101,0.6262758741384156
mystic maroon,#ad4379,173,67,121,329,61,68,44.630453104655636,48.84221467178912,-8.485677771266765
ncs blue,#0087bd,0,135,189,197,100,74,52.95175898340399,-10.877668358499848,-36.700421499229606
ncs green,#009f6b,0,159,107,160,100,62,57.90183826424878,-48.029242902777156,17.432661534263595
ncs red,#c40233,196,2,51,345,99,77,41.245023994862244,66.55731423196009,31.019269773219605
nadeshiko pink,#f6adc6,246,173,198,339,30,96,78.20282141839822,30.232847212580904,-1.9457405564559327
nandor,#4b5d52,75,93,82,143,19,36,37.72327108535886,-9.390895839562097,4.043698860770196
napa,#aca494,172,164,148,40,14,67,67.6204938073118,0.10018620670593226,9.331111149484395
napier green,#2a8000,42,128,0,100,100,50,46.8832844611529,-45.937349323084106,50.69600145273512
naples yellow,#fada5e,250,218,94,48,62,98,87.61842075934568,-2.7164374201131825,63.390705944858695
narvik,#edf9f1,237,249,241,140,5,98,96.86392803702341,-5.369265579682148,2.4590319321592613
natural gray,#8b8680,139,134,128,33,8,55,56.18545561472733,0.7441208507658059,3.884197832223779
navajo white,#ffdead,255,222,173,36,32,100,90.10007935356519,4.512981096042312,28.26448480810637
navy,#000080,0,0,128,240,100,50,12.975311577716514,47.50776531013767,-64.70427324580548
nebula,#cbdbd6,203,219,214,161,7,86,86.11363520321376,-6.285509203711737,0.604089201976854
negroni,#ffe2c5,255,226,197,30,23,100,91.54285737178472,5.598071715069263,17.82727596800868
neon carrot,#ffa343,255,163,67,31,74,100,74.73630955472835,26.43438821166544,61.546373171644184
neon fuchsia,#fe4164,254,65,100,349,74,100,57.81954380214921,71.69368323176356,24.777424752292276
neon green,#39ff14,57,255,20,111,92,100,88.18012249873242,-82.09271975092392,81.99488502802053
nepal,#8eabc1,142,171,193,206,26,76,68.55294639436764,-4.9001697253924785,-14.520982133752236
neptune,#7cb7bb,124,183,187,184,34,73,70.69123206893428,-17.985363297537248,-8.122602659954348
nero,#140600,20,6,0,18,100,8,2.519931033454206,3.623712493517825,3.8410937305741855
nevada,#646e75,100,110,117,205,15,46,45.832894631628044,-2.1967969858048275,-5.178920372254514
new car,#214fc6,33,79,198,223,83,78,37.828992524194966,29.601585557086587,-66.12145266303857
new orleans,#f3d69d,243,214,157,40,35,95,86.79151205499014,2.130805259319024,31.87836497300742
new york pink,#d7837f,215,131,127,3,41,84,63.517696044548074,31.856370263966262,15.969349923923627
niagara,#06a189,6,161,137,171,96,63,59.28276445513457,-40.941457585109475,2.5703748655066194
nickel,#727472,114,116,114,120,2,45,48.61477357899513,-1.1632894288764462,0.8306148320879947
night rider,#1f120f,31,18,15,11,52,12,6.850642653030167,6.001388492287346,3.9074288180520056
night shadz,#aa375a,170,55,90,342,68,67,41.24250615080066,49.61173362589125,5.689192117011466
nile blue,#193751,25,55,81,208,69,32,22.063720103347002,-1.7421126214493543,-19.15763600433299
nobel,#b7b1b1,183,177,177,0,3,72,72.68457966244978,2.129551516438566,0.7487605522233931
nomad,#bab1a2,186,177,162,38,13,73,72.55614339755319,0.6160982164541973,8.812769807796395
non photo blue,#a4dded,164,221,237,193,31,93,84.85331003357247,-14.420448398612894,-13.694211885867125
north texas green,#059033,5,144,51,140,97,56,52.08257103060792,-52.53479738780092,39.32290080059173
norway,#a8bd9f,168,189,159,102,16,74,74.33232893550039,-12.792379005053201,12.77382470872781
nugget,#c59922,197,153,34,44,83,77,65.56785453694927,5.79016071231353,62.89153794757307
nutmeg,#81422c,129,66,44,16,66,51,35.4894168336423,25.04721086867148,25.383192374899387
nutmeg wood finish,#683600,104,54,0,31,100,41,28.330786476947267,18.78219616432733,38.735159022957674
nyanza,#e9ffdb,233,255,219,97,14,100,97.61510702063363,-13.442284777318015,14.800114781600527
oasis,#feefce,254,239,206,41,19,100,94.84850359892971,-0.11129500604106779,17.794277978865903
observatory,#02866f,2,134,111,170,99,53,49.75079056511579,-36.688414611593224,3.6949816302958682
ocean blue,#4f42b5,79,66,181,247,64,71,35.7811289412647,37.76677824295019,-59.38862269982298
ocean boat blue,#0077be,0,119,190,202,100,75,48.14815103378709,-1.0512963840492162,-44.86576403898308
ocean green,#48bf91,72,191,145,157,62,75,69.95371313362352,-44.20101773096241,13.516648466230663
ochre,#cc7722,204,119,34,30,83,80,58.17585957500238,27.33990270688047,56.82401407673046
off green,#e6f8f3,230,248,243,163,7,97,96.17438007691096,-6.792552957127718,0.3640181894030592
off yellow,#fef9e3,254,249,227,49,11,100,97.78017985541405,-1.9769680686386182,11.142890749659017
ogre odor,#fd5240,253,82,64,6,75,99,59.239407830417775,63.79800693151044,46.75002170446848
oil,#281e15,40,30,21,28,48,16,12.180893014669575,3.2379776516116983,8.00697055733739
old brick,#901e1e,144,30,30,0,79,56,31.696416135975362,46.63210959632516,30.11471511409717
old burgundy,#43302e,67,48,46,6,31,26,21.96045561461677,8.313600258432668,4.659089171178909
old copper,#724a2f,114,74,47,24,59,45,35.36113383536394,13.87932639646955,22.94969399007457
old gold,#cfb53b,207,181,59,49,71,81,73.9517774574382,-3.751221593291998,62.31176237932979
old heliotrope,#563c5c,86,60,92,289,35,36,29.36917480157073,17.804076527522,-14.616078555139488
old lace,#fdf5e6,253,245,230,39,9,99,96.77967120416257,0.17534145176506533,8.156541509383164
old lavender,#796878,121,104,120,304,14,47,46.071622961212,9.818813716782893,-6.425328748279413
old moss green,#867e36,134,126,54,54,60,53,52.125853661767806,-6.7363720508604725,39.480231372742736
old rose,#c08081,192,128,129,359,33,75,60.09577366388078,24.906686421575674,9.62565509924158
old silver,#848482,132,132,130,60,2,52,55.092693252505214,-0.3896142291815452,1.0705956951766904
olive,#808000,128,128,0,60,100,50,51.86833136334822,-12.930760098732952,56.677284661941485
olive drab,#6b8e23,107,142,35,80,75,56,54.650773976467136,-28.223405639870858,49.69097520474851
olive drab seven,#3c341f,60,52,31,43,48,24,22.000554670427995,-0.04333396787453703,14.579541531981144
olive green,#b5b35c,181,179,92,59,49,71,71.44396997954235,-11.476471765142271,44.27178456167589
olive haze,#8b8470,139,132,112,44,19,55,55.23814443397673,-0.8897410601969025,11.753597160325512
olivetone,#716e10,113,110,16,58,86,44,45.22050680146726,-9.75124743256095,47.448644256361085
olivine,#9ab973,154,185,115,87,38,73,71.422932421179,-22.689393623884225,32.134432086866525
onahau,#cdf4ff,205,244,255,193,20,100,93.84022411764022,-10.228411738905763,-9.467993095385774
onion,#2f270e,47,39,14,45,70,18,15.937762160222217,-0.15363668466378266,17.264701844617612
onyx,#353839,53,56,57,195,7,22,23.272846702300903,-1.0396071872373902,-1.071257803529413
opal,#a9c6c2,169,198,194,172,15,78,77.70834094749515,-10.517660963810794,-1.2784554569334805
opera mauve,#b784a7,183,132,167,319,28,72,61.09789017047106,25.22477756995717,-10.781576467314103
opium,#8e6f70,142,111,112,358,22,56,49.84539056896887,12.406405644045492,4.132312710519592
oracle,#377475,55,116,117,181,53,46,45.06376418602525,-19.308954659609494,-6.604740104273121
orange,#ff7f00,255,127,0,30,100,100,66.853804382266,43.32394349110946,73.90977076096983
orange peel,#ff9f00,255,159,0,37,100,100,73.58203480378546,27.05923253786324,78.08011354635485
orange red,#ff4500,255,69,0,16,100,100,57.57499421872107,67.79549870675838,68.97142722529851
orange roughy,#c45719,196,87,25,22,87,77,50.24240170328186,40.49156362628897,52.97401081002033
orange soda,#fa5b3d,250,91,61,10,76,98,60.01778838011761,59.14934596773846,48.98056145873906
orange white,#fefced,254,252,237,53,7,100,98.75162417581204,-1.873765389224069,7.402246794133904
orange yellow,#f8d568,248,213,104,45,58,97,86.27795949017687,-0.3275054109890818,57.401250223065794
orchid,#da70d6,218,112,214,302,49,85,62.8009876658991,55.293737808598145,-34.41750911448498
orchid pink,#f2bdcd,242,189,205,342,22,95,81.66406207314014,21.42845011400657,-0.7100832970448279
orchid white,#fffdf3,255,253,243,50,5,100,99.21425090483146,-1.0431978979724144,5.001048928421437
oregon,#9b4703,155,71,3,27,98,61,40.3800720880822,31.830479418678337,49.58151910502159
organ,#6c2e1f,108,46,31,12,71,42,27.410803028982713,26.469302882713848,22.812334206495766
orient,#015e85,1,94,133,198,99,52,37.30826411760182,-8.40543929452775,-28.2762060706359
oriental pink,#c69191,198,145,145,0,27,78,65.20070896114571,20.02771681417298,7.896045235977778
orinoco,#f3fbd4,243,251,212,72,16,98,97.14739724624174,-9.132724726409192,17.82046810170026
orioles orange,#fb4f14,251,79,20,15,92,98,58.180764144292226,63.21513257823502,64.55713083536816
oslo gray,#878d91,135,141,145,204,7,57,58.26885985144678,-1.3647777999929445,-2.8909708997449046
ottoman,#e9f8ed,233,248,237,136,6,97,96.23389272348396,-6.895680496808609,3.572184263634748
